"Transaction Date","Recipient Name","Recipient Company","Recipient Address","Recipient Country","Class","Total Cost","Package Weight","Appearances"
"8/30/2024","Interlibrary Loan","Apache Junction Public Library","1177 N Idaho Rd Apache Apache Junction AZ 85119-2822","US","Library Mail","5.11","2 lbs ","1"
"8/30/2024","ILL Dept","Mountain Home Public Library","790 N 10th E Mountain Home ID 83647-2830","US","Library Mail","5.82","3 lbs ","1"
"2/12/2024","Interlibrary Loan","Myrtle Kraft Library","PO Box 16552 2393 S Rock House Rd Portal AZ 85632-6552","US","Library Mail","4.62 ","2 lbs ","1"
"2/12/2024","Interlibrary Loan","Friendswood Public Library","416 S Friendswood Dr Friendswood TX 77546-3906","US","Library Mail","5.32 ","3 lbs ","1"
"4/26/2024","Interlibrary Loan","Phillips Public Library","286 Cherry St Phillips WI 54555-1240","US","Library Mail","4.62","2 lbs ","1"
"4/26/2024","Geisel Library - Interlibrary Loan","Saint Anselm College","100 Saint Anselm Dr Manchester NH 03102-1310","US","Library Mail","4.62","2 lbs ","1"
"8/30/2024","ILL Dept","Newton County Library","HC 31 Box 8 Jasper AR 72641-9401","US","Library Mail","5.11","2 lbs ","1"
"8/12/2024","ILL","Wash Dept of Fish and Wildlife Library","PO Box 47000A Olympia WA 98504-7000","US","Library Mail","5.11","2 lbs ","1"
"8/28/2024","Daley Library - ILL Dept","University of Illinois at Chicago","801 S Morgan St Chicago IL 60607-4238","US","Library Mail","5.82","3 lbs ","1"
"8/12/2024","ILL Dept","Waverly Public Library","1500 W Bremer Ave Waverly IA 50677-2836","US","Library Mail","5.11","2 lbs ","1"
"8/28/2024","Interlibrary Loan Department","Racine Public Library","75 7th St Racine WI 53403-1200","US","Library Mail","5.11","2 lbs ","1"
"8/29/2024","Interllibrary Loans","Sheboygan Falls Public Library","PO Box 140 Sheboygan Falls WI 53085-0140","US","Library Mail","5.11","2 lbs ","1"
"8/29/2024","Pollack Library - Interlibrary Loan","Yeshiva University","500 W 185th St New York NY 10033-3299","US","Library Mail","5.11","2 lbs ","1"
"8/29/2024","Interlibrary Laon Dept","Lafayette Public Library","301 W Congress St Lafayette LA 70501-6823","US","Library Mail","4.40","1 lbs ","1"
"8/29/2024","Interlibrary  Loan Dept","Butler Public Library","12808 W Hampton Ave Butler WI 53007-1606","US","Library Mail","4.40","1 lbs ","1"
"8/23/2024","Hinkle Memorial Library - ILL","Alfred State College","10 Upper College Dr Alfred NY 14802-1153","US","Library Mail","5.82","3 lbs ","1"
"8/21/2024","Library - Interlibrary Loan","Carthage College","2001 Alford Park Dr Kenosha WI 53140-1994","US","Library Mail","5.82","3 lbs ","1"
"8/22/2024","Ankeny Campus Library - ILL","Des Moines Area Community College","2006 S Ankeny Blvd Ankeny IA 50023-3993","US","Library Mail","4.4","1 lbs ","1"
"8/21/2024","Interlibrary Loan Dept","Cross Plains Public Library","2107 Julius St Cross Plains WI 53528-9457","US","Library Mail","5.11","2 lbs ","1"
"8/19/2024","Biblioth?que - PEB - Interlibrary Loan","Univ du Qu?bec Abitibi-T?miscamingue","445 Boul De L'Universit? Rouyn-Noranda QC J9X 5E4","CA","First Pkg Int'l","23.54","1 lbs 14 oz","1"
"8/19/2024","ILL Dept","Eckerd College Library","4200 54th Ave S Saint Petersburg FL 33711-4700","US","Library Mail","5.11","2 lbs ","1"
"8/19/2024","ILL Dept","Framingham Public Library","49 Lexington St Framingham MA 01702-8218","US","Library Mail","4.4","1 lbs ","1"
"8/22/2024","Library - Interlibrary Loan","Purchase College - SUNY","735 Anderson Hill Rd Purchase NY 10577-1400","US","Library Mail","4.4","1 lbs ","1"
"8/19/2024","Morris Library - ILL Dept","Southern Illinois University","605 Agriculture Dr Carbondale IL 62901-4310","US","Library Mail","5.11","2 lbs ","1"
"8/21/2024","Library","Nebraska State Penitentiary","PO Box 22500 Lincoln NE 68542-2500","US","Library Mail","5.11","2 lbs ","1"
"8/20/2024","Interlibrary Loan","""University of California, Merced""","5200 N Lake Rd Merced CA 95343-5001","US","Library Mail","5.11","2 lbs ","1"
"8/20/2024","Vista Grande Public Library - ILL","","1556 N Arizola Rd Casa Grande AZ 85122-5746","US","Library Mail","5.11","2 lbs ","1"
"8/20/2024","Sacramento City College Library - ILL","","3835 Freeport Blvd Sacramento CA 95822-1318","US","Library Mail","5.11","2 lbs ","1"
"8/20/2024","Interlibrary Loan","Florida Atlantic University","""777 Glades Rd Wimberly Library - Ly-3, Rm 214 Boca Raton FL 33431-6496""","US","Library Mail","5.11","2 lbs ","1"
"8/21/2024","Interlibrary Loan Department","Hesston Public Library","PO Box 640 Hesston KS 67062-0640","US","Library Mail","4.4","1 lbs ","1"
"8/21/2024","Eccles Health Science ED BLDG Library","University of Utah","""26 S 2000 E, Rm 3100 Salt Lake City UT 84112-5821""","US","Library Mail","5.11","2 lbs ","1"
"8/20/2024","Glacier County Library","","21 1st Ave SE Cut Bank MT 59427-2992","US","Library Mail","5.11","2 lbs ","1"
"8/20/2024","Interlibrary Loan","Lexington Public Library","PO Box 778 907 N Washington Lexington NE 68850-0778","US","Library Mail","5.11","2 lbs ","1"
"8/15/2024","Interlibrary Loan","Carl Sandburg College Library","2400 Tom L Wilson Blvd Galesburg IL 61401-9576","US","Library Mail","6.53","4 lbs ","1"
"8/15/2024","Everett L Cattell Library - ILL Dept","Malone University","2600 Cleveland Ave NW Canton OH 44709-3897","US","Library Mail","5.11","2 lbs ","1"
"8/16/2024","ILL Dept","American Fork Public Library","64 S 100 E American Fork UT 84003-2326","US","Library Mail","5.11","2 lbs ","1"
"8/16/2024","ILL Dept","John Stahl Library","330 N Colfax St West Point NE 68788-1524","US","Library Mail","4.40","1 lbs ","1"
"8/23/2024","Mitchell Branch Library - ILL","","8125 Ashlane Way The Woodlands TX 77382-2325","US","Library Mail","5.82","3 lbs ","1"
"8/23/2024","Rochelle M Zimmerman","Strosacker Library","4000 Whiting Dr Midland MI 48640-6634","US","Library Mail","5.82","3 lbs ","1"
"8/23/2024","Brookfield Public Library - ILL","","3541 Park Ave Brookfield IL 60513-1353","US","Library Mail","5.11","2 lbs ","1"
"8/14/2024","Livingston Lord Library - ILL","Minnesota State University","1104 7th Ave S Moorhead MN 56563-0002","US","Library Mail","7.95","6 lbs ","1"
"8/22/2024","Interlibrary Loan","Alaska Resources Library & Info Services","""3211 Providence Dr, Ste 111 Anchorage AK 99508-4614""","US","Priority Mail","11.59","3 lbs ","1"
"8/19/2024","ILL Dept","Stoneham Public Library","431 Main St Stoneham MA 02180-2696","US","Library Mail","4.4","1 lbs ","1"
"8/19/2024","Interlibrary Borrowing","University of NC at Chapel Hill","PO Box 8890 Davis Library Cb 3924 Chapel Hill NC 27515-8890","US","Library Mail","4.4","1 lbs ","1"
"8/19/2024","ILL Dept","Aurora Public Library","14949 E Alameda Pkwy Aurora CO 80012-1500","US","Library Mail","4.4","1 lbs ","1"
"8/22/2024","EV Library - Interlibrary Loan","Metropolitan Community College","PO Box 3777 Omaha NE 68103-0777","US","Library Mail","5.11","2 lbs ","1"
"8/16/2024","FAO Document Supply Team Main Library","University of Birmingham","Edgbaston Birmingham West Midlands B15 2TT","GB","First Pkg Int'l","28.92","12.50 oz","1"
"8/16/2024","Case - Geyer Library ILL","Colgate University","13 Oak Dr Hamilton NY 13346-1386","US","Library Mail","6.53","4 lbs ","1"
"8/22/2024","Sturgis Library - ILL Dept","Kennesaw State University","""385 Cobb Ave NW, # 1701 Kennesaw GA 30144-5660""","US","Library Mail","5.11","2 lbs ","1"
"8/19/2024","Courtright Memorial Library","Otterbein University","1 S Grove St Westerville OH 43081-2004","US","Library Mail","4.4","1 lbs ","1"
"2/23/2024","Interlibrary Loan","Stevens Memorial Library","20 Memorial Dr Ashburnham MA 01430-4211","US","Library Mail","3.92","1 lbs ","1"
"2/23/2024","Interlibrary Loan","Euless Public Library","201 N Ector Dr Euless TX 76039-3543","US","Library Mail","4.62","2 lbs ","1"
"4/22/2024","Grace A Dow Memorial Library ILL","","1710 W Saint Andrews Rd Midland MI 48640-2655","US","Library Mail","3.92","1 lbs ","1"
"4/22/2024","Leo Dehon Library","Sacred Heart Seminary/School of Theology","7335 S Lovers Lane Rd Franklin WI 53132-1850","US","Library Mail","3.92","1 lbs ","1"
"2/23/2024","Logue Library - Interlibrary Loan","Chestnut Hill College","9601 Germantown Ave Philadelphia PA 19118-2693","US","Library Mail","4.62","2 lbs ","1"
"4/22/2024","Sump Memorial Lib - ILL","","222 N Jefferson St Papillion NE 68046-2340","US","Library Mail","3.92","1 lbs ","1"
"4/22/2024","SRLF","","305 Deneve Dr Los Angeles CA 90095-0001","US","Library Mail","3.92","1 lbs ","1"
"2/23/2024","ILL Ross Blakley Law Lib","AZ State University ","""111 E Taylor St, Ste 350 Phoenix AZ 85004-4467""","US","Library Mail","4.62","2 lbs ","1"
"4/22/2024","Milford Town Library - ILL","","80 Spruce St Milford MA 01757-2031","US","Library Mail","4.62","2 lbs ","1"
"2/22/2024","Interlibrary Loan","St Croix Falls Public Library","PO Box 608 230 S Washington St Saint Croix Falls WI 54024-0608","US","Library Mail","5.32","3 lbs ","1"
"4/22/2024","East Chicago Public Library - ILL","","2401 E Columbus Dr East Chicago IN 46312-2936","US","Library Mail","4.62","2 lbs ","1"
"4/22/2024","Interlibrary Loan","George & Helen Mahon Public Library","""1306 9th St, # 157-LBB Lubbock TX 79401-2798""","US","Library Mail","4.62","1 lbs 12.90 oz","1"
"2/22/2024","Preston Library - ILL","Virginia Military Institute","411 Letcher Ave Lexington VA 24450-2175","US","Library Mail","5.32","3 lbs ","1"
"2/23/2024","Interlibrary Loan","Lopez Island Library","PO Box 770 Lopez Island WA 98261-0770","US","Library Mail","3.92","1 lbs ","1"
"2/23/2024","Interlibrary Loan","The Hayner Public Library District","401 State St Alton IL 62002-6137","US","Library Mail","3.92","1 lbs ","1"
"2/22/2024","Davis Memorial Library - ILL","Methodist University","5400 Ramsey St Fayetteville NC 28311-1420","US","Library Mail","6.02","4 lbs ","1"
"2/22/2024","Inter-Library Loans","Hertfordshire Libraries","Unit 3 Centrapark Bessemer Road Welwyn Garden City HT AL7 1HT","GB","First-Pkg Int'l","50.93","3 lbs 1 oz","1"
"4/19/2024","Elizabeth Township Public Library - ILL","","PO Box 243 Elizabeth IL 61028-0243","US","Library Mail","3.92","1 lbs ","1"
"2/26/2024","attn: University Library ILL Department","Erasmus University Rotterdam","PO Box 1738 3000 DR  Burgemeester Oudlaan 50 Rotterdam Zuid-Holland 3062","NL","First-Pkg Int'l","32.60","1 lbs 2 oz","1"
"2/26/2024","Don C Locke Library - ILL","A-B Tech Community College","340 Victoria Rd Asheville NC 28801-4816","US","Library Mail","4.62","2 lbs ","1"
"4/19/2024","Interlibrary Loan Dept","Mount Holyoke College Library","50 College St South South Hadley MA 01075-6404","US","Library Mail","3.92","1 lbs ","1"
"4/18/2024","Learning Resource Center","Uniformed Services University","4301 Jones Bridge Rd Bethesda MD 20814-4799","US","Library Mail","6.02","4 lbs ","1"
"2/28/2024","Interlibrary Loan - Jessica Miller","West Springfield Public Library","200 Park St West Springfield MA 01089-3314","US","Library Mail","3.92","1 lbs ","1"
"2/27/2024","Louisville Public Library - ILL","","700 Lincoln Ave Louisville OH 44641-1474","US","Library Mail","3.92","1 lbs ","1"
"2/28/2024","Interlibrary Loan","Waldoboro Public Library","PO Box 768 Waldoboro ME 04572-0768","US","Library Mail","3.92","1 lbs ","1"
"4/19/2024","Marion & Ed Hughes Public Library - ILL","","2712 Nederland Ave Nederland TX 77627-7015","US","Library Mail","3.92","1 lbs ","1"
"4/19/2024","Interlibrary Loan Dept","Oregon Public Library","201 N Alpine Pkwy Oregon WI 53575-3100","US","Library Mail","4.62","1 lbs 9.50 oz","1"
"2/26/2024","DFMWR","Attn: Casey Memorial Library - ILL","194 37th St Fort Hood TX 76544-1369","US","Library Mail","3.92","1 lbs ","1"
"2/23/2024","Asotin County Library","ILL Dept","417 Sycamore St Clarkston WA 99403-2666","US","Library Mail","4.62","2 lbs ","1"
"2/23/2024","ILL Dept","Indiana State Library","140 N Senate Ave Indianapolis IN 46204-2207","US","Library Mail","4.62","2 lbs ","1"
"4/19/2024","Blair Public Library - ILL","","2233 Civic Dr Blair NE 68008-6356","US","Library Mail","3.92","1 lbs ","1"
"2/26/2024","Interlibrary Loan","Roger Williams University Library","1 Old Ferry Rd Bristol RI 02809-2921","US","Library Mail","4.62","2 lbs ","1"
"4/19/2024","Interlibrary Loan Dept","West Georgia Regional Library","124 W Chandler St Carrollton GA 30117-2249","US","Library Mail","4.62","1 lbs 0.60 oz","1"
"4/19/2024","W Anne Gibson-Esmond Lib - ILL","Pima County Public Library","10931 E Mary Ann Cleveland Way Tucson AZ 85747-0054","US","Library Mail","3.92","13 oz","1"
"2/22/2024","Shannon Basher","Arapahoe Community College Library","5900 S Santa Fe Dr Littleton CO 80120-1801","US","Library Mail","4.62","2 lbs ","1"
"2/14/2024","Joe Starkey","Seward Memorial Library","233 S 5th St Seward NE 68434-2519","US","Library Mail","3.92 ","1 lbs ","1"
"2/14/2024","Elihu Burritt Library - ILL","Central Connecticut State University","1615 Stanley St New Britain CT 06050-2439","US","Library Mail","4.62 ","2 lbs ","1"
"2/14/2024","Interlibrary Loan Department","Saint Peter's University","99 Glenwood Ave Jersey City NJ 07306-5903","US","Library Mail","3.92 ","1 lbs ","1"
"4/24/2024","Interlibrary Loan","Minnie R Slief Memorial Library","201 S Cearlock St Cheyenne OK 73628","US","Library Mail","5.32","3 lbs ","1"
"4/24/2024","Interlibrary Loan","West Bonner Library District","412 Railroad Ave Blanchard ID 83804-8606","US","Library Mail","3.92","1 lbs ","1"
"2/15/2024","Interlibrary Loan","Utah County Bookmobile Library","125 W Community Center Way Mapleton UT 84664-5548","US","Library Mail","4.62 ","2 lbs ","1"
"4/24/2024","Interlibrary Loan","South Burlington Public Library","155 Dorset St South Burlington VT 05403-6346","US","Library Mail","4.62","2 lbs ","1"
"2/15/2024","Hunt Library - ILL Department","Embry-Riddle Aeronautical University","601 S C Morris Blvd Daytona Beach FL 32114-3967","US","Library Mail","4.62 ","2 lbs ","1"
"2/13/2024","ILL Department","Royal Danish Library - Copenhagen","Christians Brygge 8 Copenhagen  DK-1219 K","DK","First-Pkg Int'l","32.60 ","1 lbs ","1"
"4/26/2024","Santa Clara City Library ILL","","2635 Homestead Rd Santa Clara CA 95051-5322","US","Library Mail","3.92","1 lbs ","1"
"4/26/2024","Torreyson Library ILL","","201 Donaghey Ave Conway AR 72035-5001","US","Library Mail","3.92","1 lbs ","1"
"2/12/2024","Interlibrary Loan","University of Denver Libraries","2150 E Evans Ave Denver CO 80210-4704","US","Library Mail","7.42 ","6 lbs ","1"
"2/13/2024","ILL Dept","Lealman Av Elementary School Library","4001 58th Ave N Saint Petersburg FL 33714-1145","US","Library Mail","3.92 ","1 lbs ","1"
"4/26/2024","East Greenbush Community Library ILL","","10 Community Way East Greenbush NY 12061-3918","US","Library Mail","3.92","1 lbs ","1"
"4/24/2024","ILL Department","Unalaska Public Library","PO Box 1370 Unalaska AK 99685-1370","US","Priority Mail","11.59","3 lbs ","1"
"2/13/2024","Interlibrary Loan","Tipp City Public Library","11 E Main St Tipp City OH 45371-1953","US","Library Mail","3.92 ","1 lbs ","1"
"2/13/2024","Interlibrary Loan","New Braunfels Public Library","700 E Common St New Braunfels TX 78130-4273","US","Library Mail","3.92 ","1 lbs ","1"
"2/22/2024","Law Library - ILL","Case Western Reserve University","11075 East Blvd Cleveland OH 44106-5409","US","Library Mail","4.62","2 lbs ","1"
"2/22/2024","Interlibrary Loan","Marion Carnegie Library","206 S Market St Marion IL 62959-2516","US","Library Mail","4.62","2 lbs ","1"
"2/22/2024","Central Library (Access Services)","Forsyth County Public Library","660 W 5th St Winston Salem NC 27101-2705","US","Library Mail","3.92","1 lbs ","1"
"2/22/2024","Interlibrary Loan - Borrowing","Georgia State University Library","100 Decatur St SE Atlanta GA 30303-3202","US","Library Mail","3.92","1 lbs ","1"
"4/22/2024","Interlibrary Loan","Ouachita Parish Public Library","1800 Stubbs Ave Monroe LA 71201-5787","US","Library Mail","5.32","2 lbs 6.40 oz","1"
"2/22/2024","Interlibrary Loan","Trails Regional Library","432 N Holden St Warrensburg MO 64093-1730","US","Library Mail","4.62","2 lbs ","1"
"2/22/2024","Proctor Library Ginee Lutern","Flagler College","""107 King St, Ste D Saint Augustine FL 32084-4504""","US","Library Mail","4.62","2 lbs ","1"
"4/22/2024","LIBRARY - INTERLIBRARY LOAN","PENNSYLVANIA HIGHLANDS COMM COLLEGE","101 Comm College Way Johnstown PA 15904-2948","US","Library Mail","6.72","4 lbs 5.20 oz","1"
"2/22/2024","""FVCC Library, Chris Vernon""","Flathead Valley Community College","777 Grandview Dr Interlibrary Loan Kalispell MT 59901-2622","US","Library Mail","3.92","1 lbs ","1"
"2/21/2024","Interlibrary Loan","Vigo County Public Library","1 Library Sq Terre Haute IN 47807-3609","US","Library Mail","3.92","1 lbs ","1"
"4/24/2024","Interlibrary Loan","Aldrich Public Library","6 Washington St Barre VT 05641-4227","US","Library Mail","3.92","1 lbs ","1"
"2/15/2024","Interlibrary Loan","Benbrook Public Library","1065 Mercedes St Benbrook TX 76126-2742","US","Library Mail","4.62 ","2 lbs ","1"
"4/24/2024","Doyle Library - Interlibrary Loan","Santa Rosa Junior College","1501 Mendocino Ave Santa Rosa CA 95401-4395","US","Library Mail","3.92","1 lbs ","1"
"2/21/2024","Interlibrary Loan","Aubrey Area Library","226 Countryside Dr Aubrey TX 76227-6299","US","Library Mail","4.62","2 lbs ","1"
"2/22/2024","Library Services-Interlibrary Loan","Metropolitan State University","700 7th St E Saint Paul MN 55106-5000","US","Library Mail","3.92","1 lbs ","1"
"2/21/2024","Interlibrary Loan Dept","University of North Florida Library","1 Unf Dr Jacksonville FL 32224-2645","US","Library Mail","3.92","1 lbs ","1"
"2/21/2024","Interlibrary Loan","Minnie R Slief Library","200 N Cearlock Ave Cheyenne OK 73628-5106","US","Library Mail","3.92","1 lbs ","1"
"1/18/2024","Chalmer Davee Library - ILL","University of Wisconsin-River Falls","410 S 3rd St River Falls WI 54022-5001","US","Library Mail","3.72","1 lbs ","1"
"4/29/2024","Library - Interlibrary Loan","North Georgia Technical College","1500 Highway 197 N Clarkesville GA 30523-4230","US","Library Mail","3.92","13.40 oz","1"
"4/29/2024","Interlibrary Loan","Big Horn County Library","PO Box 231 Basin WY 82410-0231","US","Library Mail","3.92","6.20 oz","1"
"7/9/2024","Bellevue College Library","","""3000 Landerholm Cir SE, Rm D-126 Bellevue WA 98007-6406""","US","Library Mail","4.62","2 lbs ","1"
"7/9/2024","ILL Greenfield Library","St. John's College","60 College Ave Annapolis MD 21401-1655","US","Library Mail","5.32","3 lbs ","1"
"7/10/2024","Eberly Library - ILL Dept","Waynesburg University","51 W College St Waynesburg PA 15370-1258","US","Library Mail","3.92","1 lbs ","1"
"7/10/2024","ILL Dept","East Brunswick Public Library","2 Jean Walling Dr Civic Ctr Dr East Brunswick NJ 08816-3599","US","Library Mail","3.92","1 lbs ","1"
"7/9/2024","ILL Weaver Library","Great Falls College MTSU","2100 16th Ave S Great Falls MT 59405-4907","US","Library Mail","9.54","9 lbs ","1"
"7/10/2024","ILL Dept","Greenup County Library","1705 Argillite Rd Flatwoods KY 41139-1364","US","Library Mail","3.92","1 lbs ","1"
"7/9/2024","ILL","Upper Hudson Library System","28 Essex St Albany NY 12206-2039","US","Library Mail","4.62","2 lbs ","1"
"7/8/2024","ILL Department/Return","City of Commerce Public Library","5655 Jillson St Commerce CA 90040-1485","US","Library Mail","4.62","2 lbs ","1"
"7/9/2024","Library ILL C328","Pikes Peak Community College","5675 S Academy Blvd CC-07 Colorado Springs CO 80906","US","Library Mail","3.92","1 lbs ","1"
"4/30/2024","Interlibrary Loan Department","Harvard Diggins Library","900 E McKinley St Harvard IL 60033-1800","US","Library Mail","3.92","1 lbs ","1"
"4/29/2024","Jackson Library - Interlibrary Loan","Lander University","320 Stanley Ave Greenwood SC 29649-2099","US","Library Mail","6.72","4 lbs 15.20 oz","1"
"7/9/2024","ILL Department","St Joseph Township Library","PO Box 259 Saint Joseph IL 61873-0259","US","Library Mail","3.92","1 lbs ","1"
"7/9/2024","Edward Neisser Library - ILL","Erikson Institute","451 N La Salle Dr Chicago IL 60654-4510","US","Library Mail","4.62","2 lbs ","1"
"7/9/2024","ILL Dept","Manchester College Library","604 E College Ave North Manchester IN 46962-1232","US","Library Mail","3.92","1 lbs ","1"
"7/9/2024","ILL","Paris Public Library","207 S Main St Paris IL 61944-2252","US","Library Mail","3.92","1 lbs ","1"
"7/12/2024","Biola University Library - ILL","","13800 Biola Ave La Mirada CA 90639-0002","US","Library Mail","5.32","3 lbs ","1"
"6/17/2024","ILL Dept","Peoria Public Library","107 NE Monroe St Peoria IL 61602-1070","US","Library Mail","3.92","1 lbs ","1"
"7/12/2024","Brookline Public Library - ILL","","361 Washington St Brookline MA 02445-6810","US","Library Mail","3.92","1 lbs ","1"
"7/12/2024","Michael Lisi - ILL","Youngstown State University","1 University Plz Youngstown OH 44555-0002","US","Library Mail","4.62","2 lbs ","1"
"4/5/2024","Justice Building","State Law Library of Montana ","215 N Sanders St Helena MT 59601-4570","US","Library Mail","5.32","3 lbs ","1"
"6/17/2024","ILL","Arizona State University Library","601 E Tyler Mall Tempe AZ 85281","US","Library Mail","4.62","2 lbs ","1"
"6/17/2024","ILL Dept","Cambridge Community Library","PO Box 490 101 Spring Water Alley Cambridge WI 53523-0490","US","Library Mail","3.92","1 lbs ","1"
"6/17/2024","ILL","Hammond Community Library","PO Box 120 850 Davis Street Hammond WI 54015-0120","US","Library Mail","3.92","1 lbs ","1"
"7/11/2024","ILL Dept","Hullet Branch Library","PO Box 219 Hulett WY 82720-0219","US","Library Mail","4.62","2 lbs ","1"
"7/10/2024","ILL Dept","Nevins Memorial Library","305 Broadway Methuen MA 01844-6898","US","Library Mail","4.62","2 lbs ","1"
"7/10/2024","ILL Department","Nazareth University","4245 East Ave Rochester NY 14618-3703","US","Library Mail","4.62","2 lbs ","1"
"7/10/2024","ILL Dept","Plainedge Public Library","1060 Hicksville Rd Massapequa NY 11758-1289","US","Library Mail","3.92","1 lbs ","1"
"7/10/2024","ILL Dept","Lee County Public Library","1651 Lee St Fort Myers FL 33901-2916","US","Library Mail","4.62","2 lbs ","1"
"4/29/2024","Forsyth Library - Interlibrary Loan","Fort Hays State University","502 S Campus Dr Hays KS 67601-4696","US","Library Mail","3.92","12.20 oz","1"
"7/11/2024","Library - ILL Dept","South Florida State College","600 W College Dr Avon Park FL 33825-9356","US","Library Mail","4.62","2 lbs ","1"
"7/10/2024","Ozuna Library - ILL","Palo Alto College","1400 W Villaret Blvd San Antonio TX 78224-2499","US","Library Mail","6.02","4 lbs ","1"
"7/10/2024","ILL Dept","Petersburg Public Library","PO Box 549 Petersburg AK 99833-0549","US","Priority Mail","9.30","2 lbs ","1"
"7/8/2024","ILL - Library","Lakeshore Technical College","1290 North Ave Cleveland WI 53015-1414","US","Library Mail","4.62","2 lbs ","1"
"7/30/2024","Interlibrary Loan","Kirkwood Public Library","140 E Jefferson Ave Kirkwood MO 63122-4026","US","Library Mail","5.11","2 lbs ","1"
"7/30/2024","Library - Interlibrary Loan","Oberlin College","148 W College St Oberlin OH 44074-1575","US","Library Mail","5.82","3 lbs ","1"
"4/30/2024","Crossett Library - Interlibrary Loan","Bennington College","1 College Dr Bennington VT 05201-6004","US","Library Mail","5.32","3 lbs ","1"
"7/30/2024","Interlibrary Loan","Pensacola Christian College Library","5409 Rawson Ln Box 18000 Pensacola FL 32503-7993","US","Library Mail","5.11","2 lbs ","1"
"7/31/2024","ILL","Nevada County Library","980 Helling Way Nevada City CA 95959-8619","US","Library Mail","4.40","1 lbs ","1"
"7/31/2024","Interlibrary Loan","Landmark College Library","19 River Rd S Putney VT 05346-8517","US","Library Mail","4.40","1 lbs ","1"
"7/31/2024","Jones Library - ILL Dept","Lancaster Bible College","901 Eden Rd Lancaster PA 17601-5036","US","Library Mail","4.40","1 lbs ","1"
"7/31/2024","Interlibrary Loan","CEF Library System","33 Oak St Plattsburgh NY 12901-2810","US","Library Mail","4.40","1 lbs ","1"
"7/30/2024","Interlibrary Loan Dept","West Union Public Library","212 E Sparks St West Union OH 45693-1037","US","Library Mail","5.11","2 lbs ","1"
"7/30/2024","ILL Materials MGT (VPL)","Virginia Beach Public Library","4100 Va Beach Blvd Virginia Beach VA 23452-1744","US","Library Mail","4.40","1 lbs ","1"
"4/9/2024","Interlibrary Loan","Village Library","""35 N Main St, Ste C Jacobus PA 17407-1249""","US","Library Mail","3.92","1 lbs ","1"
"7/26/2024","Southern IL School of Medicine - ILL","","""801 N Rutledge St, Fl 4th Rm 4001 Springfield IL 62702-4933""","US","Library Mail","8.66","7 lbs ","1"
"4/9/2024","Interlibrary Loan","Pamunkey Regional Library","""7443 Lee Davis Rd, Ste 117 Mechanicsville VA 23111-4471""","US","Library Mail","3.92","1 lbs ","1"
"4/30/2024","Hugh & Hazel Darling Library ILL","Hope International University","2500 Nutwood Ave Fullerton CA 92831-3102","US","Library Mail","5.32","3 lbs ","1"
"7/30/2024","Interlibrary Loan Dept","Sugar Grove Public Library","125 S Municipal Dr Sugar Grove IL 60554-6903","US","Library Mail","5.11","2 lbs ","1"
"7/30/2024","Collier Library - ILL","University of North Alabama","1 Harrison Plz Una Box 5028 Florence AL 35632-0002","US","Library Mail","4.40","1 lbs ","1"
"7/30/2024","Interlibrary Loan","Yellowstone Res Library","20 Old Yellowstone Trl S Gardiner MT 59030-9346","US","Library Mail","4.40","1 lbs ","1"
"4/30/2024","Interlibrary Loan Department","Jasper Public Library","175 E Water St Jasper TX 75951-4438","US","Library Mail","3.92","1 lbs ","1"
"7/8/2024","ILL Department","Bonner Springs City Library","201 N Nettleton Ave Bonner Springs KS 66012-1447","US","Library Mail","3.92","1 lbs ","1"
"8/1/2024","YWM Jefferson Hall - ILL","United States Military Academy Library","""758 Cullum Rd, Bldg 758 West Point NY 10996-1709""","US","Library Mail","6.53","4 lbs ","1"
"8/2/2024","ILL","Loras College Library","1450 Alta Vista St Dubuque IA 52001-4327","US","Library Mail","4.40","1 lbs ","1"
"7/8/2024","Interlibrary Loan","Zion-Benton Public Library District","2400 Gabriel Ave Zion IL 60099-2297","US","Library Mail","3.92","1 lbs ","1"
"7/8/2024","Cook Library - ILL","U of Southern Mississippi","""118 College Dr, # 5053 Hattiesburg MS 39406-0001""","US","Library Mail","3.92","1 lbs ","1"
"7/8/2024","Elisabeth Masrud - ILL Dept","Bethany Lutheran College","700 Luther Dr Mankato MN 56001-6163","US","Library Mail","3.92","1 lbs ","1"
"4/30/2024","Interlibrary Loan Department","Sam Fore Jr Wilson County Public Library","1103 4th St Floresville TX 78114-2014","US","Library Mail","3.92","1 lbs ","1"
"8/1/2024","Library - Interlibrary Loan","Lincoln Land Community College","5250 Shepherd Rd Springfield IL 62703-5408","US","Library Mail","5.82","3 lbs ","1"
"8/1/2024","ILL","New Hanover County Public Library","201 Chestnut St Wilmington NC 28401-3942","US","Library Mail","4.40","1 lbs ","1"
"4/30/2024","Interlibrary Loan Department","Ponca City Library","515 E Grand Ave Ponca City OK 74601-5499","US","Library Mail","4.62","2 lbs ","1"
"4/30/2024","Interlibrary Loan Department","Salem City Library","59 S Main St Salem UT 84653-9601","US","Library Mail","4.62","2 lbs ","1"
"4/30/2024","Interlibrary Loan Department","Mountain Regional Library","PO Box 159 Young Harris GA 30582-0159","US","Library Mail","4.62","2 lbs ","1"
"8/1/2024","ILL Dept","West Hempstead Public Library","500 Hempstead Ave West Hempstead NY 11552-2400","US","Library Mail","5.82","3 lbs ","1"
