"Transaction Date","Recipient Name","Recipient Company","Recipient Address","Recipient Country","Class","Total Cost","Package Weight","Appearances"
"10/11/2024","Pasadena Public Library - ILL","","285 E Walnut St Pasadena CA 91101-1556","US","Library Mail","5.11","2 lbs ","1"
"10/11/2024","Taylor Aberasturi","DigiPen","9931 Willows Rd NE Redmond WA 98052-2591","US","Library Mail","5.11","2 lbs ","1"
"10/10/2024","Kat Trent - ILL/Reference Dept","Washington Memorial Library","1180 Washington Ave Macon GA 31201-1790","US","Library Mail","5.82","3 lbs ","1"
"10/11/2024","Bedford Free Public Library - ILL","","7 Mudge Way Bedford MA 01730-2127","US","Library Mail","4.40","1 lbs ","1"
"10/14/2024","Interlibrary Loans","Central Piedmont Library","1325 E 7th St Charlotte NC 28204-2019","US","Library Mail","4.40","1 lbs ","1"
"10/14/2024","Library - Interlibrary Loan","Ivy Tech Community College","3101 S Creasy Ln Lafayette IN 47905-5266","US","Library Mail","5.82","3 lbs ","1"
"10/14/2024","Daniel Library - ILL","The Citadel","171 Moultrie St Charleston SC 29409-1006","US","Library Mail","5.82","3 lbs ","1"
"10/14/2024","Interlibrary Loan","Newport News Public Library","""14302 Old Courths Way, Ste C Newport News VA 23602-3727""","US","Library Mail","5.11","2 lbs ","1"
"10/14/2024","Interlibrary Loan","Wayne Public Library","461 Valley Rd Wayne NJ 07470-3557","US","Library Mail","5.11","2 lbs ","1"
"10/15/2024","Interlibrary Loan","Ela Area Public Library","275 Mohawk Trl Lake Zurich IL 60047-2597","US","Library Mail","6.53","4 lbs ","1"
"10/21/2024","Interlibrary Loan Dept","Kenai Community Library","163 Main Street Loop Kenai AK 99611-7723","US","Priority Mail","9.80","2 lbs ","1"
"10/22/2024","North Library - ILL","San Jacinto College","5800 Uvalde Rd Houston TX 77049-4599","US","Library Mail","4.40","1 lbs ","1"
"10/21/2024","Interlibrary Loan Dept","Ogema Public Library","PO Box 603 Ogema WI 54459-0603","US","Library Mail","4.40","1 lbs ","1"
"10/21/2024","Interlibrary Loan Dept","Lizard Butte Public Library","PO Box 60 Marsing ID 83639-0060","US","Library Mail","4.40","1 lbs ","1"
"10/22/2024","Orange Park Campus Library - ILL","St. Johns River State College","283 College Dr Orange Park FL 32065-7650","US","Library Mail","4.40","1 lbs ","1"
"10/22/2024","Greybull Branch Library","","325 Greybull Ave Greybull WY 82426-2049","US","Library Mail","5.11","2 lbs ","1"
"10/22/2024","ILL Dept","VCFA Library","36 College St Berlin VT 05602-3145","US","Library Mail","5.11","2 lbs ","1"
"10/22/2024","ILL Dept","Cedar Rapids Public Library","450 5th Ave SE Cedar Rapids IA 52401-1904","US","Library Mail","4.40","1 lbs ","1"
"10/22/2024","Boonslick Regional Library - ILL","","219 W 3rd St Sedalia MO 65301-4347","US","Library Mail","4.40","1 lbs ","1"
"10/16/2024","ILL Cushwa-Leighton Library 114","Saint Mary's College Library","State Road 933 Notre Dame IN 46556-5001","US","Library Mail","5.11","2 lbs ","1"
"10/16/2024","Bobst Library - ILL Dept","New York University","70 Washington Sq S New York NY 10012-1019","US","Library Mail","5.82","3 lbs ","1"
"10/16/2024","Interlibrary Loan Dept","Penn State University Libraries","140 Curtin Rd 1E27 Paterno Library University Park PA 16802-4512","US","Library Mail","4.40","1 lbs ","1"
"10/16/2024","Interlibrary Loan","Alpine Branch Library","PO Box 3168 Alpine WY 83128-0168","US","Library Mail","4.40","1 lbs ","1"
"10/18/2024","ILL Department","Dona Ana Community College","""3400 S Espina St, # MSC-3DA Las Cruces NM 88003-1290""","US","Library Mail","4.40","1 lbs ","1"
"10/18/2024","Webster Library - ILL","Concordia University","1515 Catherine St W Montr?al QC H3G 2W1","CA","First Pkg Int'l","23.54","1 lbs ","1"
"10/21/2024","Library","Holy Rosary School","770 Aloha St Edmonds WA 98020-3019","US","Library Mail","4.40","1 lbs ","1"
"10/18/2024","Homer Township Public Library - ILL","","14302 W 151st St Homer Glen IL 60491-6776","US","Library Mail","4.40","1 lbs ","1"
"10/18/2024","Center Campus Library ILL","Macomb Community College","14500 E 12 Mile Rd C-151 Central Services Warren MI 48088-3896","US","Library Mail","5.11","2 lbs ","1"
"9/3/2024","ILL","Westport Library","20 Jesup Rd Arnold Bernhard Plaza Westport CT 06880","US","Library Mail","4.40","1 lbs ","1"
"9/3/2024","ILL","Carroll County Public Library","136 Court St Carrollton KY 41008-1090","US","Library Mail","7.95","6 lbs ","1"
"9/30/2024","ILL","US Army War College Library","651 Wright Ave Carlisle PA 17013-5105","US","Library Mail","5.82","3 lbs ","1"
"9/3/2024","ILL Dept","Orland Park Public Library","14921 S Ravinia Ave Orland Park IL 60462-3193","US","Library Mail","4.40","1 lbs ","1"
"9/4/2024","Walla Walla Public Library - ILL","","238 E Alder St Walla Walla WA 99362-1943","US","Library Mail","4.40","1 lbs ","1"
"9/5/2024","Interlibrary Loan","Henry A. Malley Memorial Library","PO Box 345 Broadus MT 59317-0345","US","Library Mail","4.40","1 lbs ","1"
"9/5/2024","Duggan Library - Interlibrary Loan","Hanover College","121 Scenic Dr Hanover IN 47243-8662","US","Library Mail","4.40","1 lbs ","1"
"9/4/2024","Vanderbilt University Law Library - ILL","","131 21st Ave S Nashville TN 37203-5724","US","Library Mail","4.40","1 lbs ","1"
"9/4/2024","Effingham Public Library - ILL","","200 N 3rd St Effingham IL 62401-3416","US","Library Mail","5.11","2 lbs ","1"
"9/26/2024","Payson Library - ILL Dept","Pepperdine University","24255 Pacific Coast Hwy Malibu CA 90263-3999","US","Library Mail","4.40","1 lbs ","1"
"9/26/2024","Interlibrary Loan","Darien Library","1441 Post Rd Darien CT 06820-5419","US","Library Mail","5.82","3 lbs ","1"
"9/25/2024","Kolwyck Library - ILL","Chattanooga State Community College","4501 Amnicola Hwy Chattanooga TN 37406-1097","US","Library Mail","6.53","4 lbs ","1"
"9/25/2024","Library - ILL Lending","Jewish Theological Seminary","3080 Broadway New York NY 10027-4649","US","Library Mail","7.24","5 lbs ","1"
"9/26/2024","Interlibrary Loan","Marine Resources Library","""217 Fort Johnson Rd, Bldg 8 Charleston SC 29412-9110""","US","Library Mail","7.95","6 lbs ","1"
"9/27/2024","ILL - Dugan Library","Newman University - KS752","3100 W McCormick Ave Wichita KS 67213-2008","US","Library Mail","7.24","5 lbs ","1"
"9/30/2024","Raymond Cravens Library - ILL","Western Kentucky University","""1906 Colege Hts Blvd, # 11067 Bowling Green KY 42101-1001""","US","Library Mail","4.40","1 lbs ","1"
"9/27/2024","ILL","Fulton County Library System","1 Margaret Mitchell Sq NW Atlanta GA 30303-1022","US","Library Mail","5.11","2 lbs ","1"
"9/27/2024","ILL Dept","Toledo-Lucas County Public Library","325 N Michigan St Toledo OH 43604-6628","US","Library Mail","5.11","2 lbs ","1"
"9/5/2024","ILL","Hammond Community Library","PO Box 120 Hammond WI 54015-0120","US","Library Mail","4.40","1 lbs ","1"
"9/11/2024","Concordia Seminary Library - ILL","","801 Seminary Pl Clayton MO 63105-3196","US","Library Mail","5.11","2 lbs ","1"
"9/12/2024","Parlin-Ingersoll Public Library - ILL","","205 W Chestnut St Canton IL 61520-2472","US","Library Mail","4.40","1 lbs ","1"
"9/10/2024","Interlibrary Loan","Wayne Public Library","410 N Pearl St Wayne NE 68787-1966","US","Library Mail","4.40","1 lbs ","1"
"9/10/2024","Interlibrary Loan","Newfield Public Library","PO Box 37 Newfield NJ 08344-0037","US","Library Mail","4.40","1 lbs ","1"
"9/12/2024","ILL TexPress (117 Tex)","TX A&M University Texarkana","7101 University Ave Texarkana TX 75503-0597","US","Library Mail","4.40","1 lbs ","1"
"9/13/2024","Olin & Chalmers Libraries - ILL","Kenyon College","103 College Dr Gambier OH 43022-5003","US","Library Mail","4.40","1 lbs ","1"
"9/13/2024","Law Library ILL Dept","University of Denver","2255 E Evans Ave Denver CO 80210-4705","US","Library Mail","7.24","5 lbs ","1"
"9/12/2024","Palmer Public Library - ILL","","1455 N Main St Palmer MA 01069-1265","US","Library Mail","5.82","3 lbs ","1"
"9/12/2024","Derby Public Library - ILL","","1600 E Walnut Grove Rd Derby KS 67037-3502","US","Library Mail","8.66","7 lbs ","1"
"9/6/2024","ILL Dept","University of California Libraries","650 W 35th St Idd Lvl 110-A Mc 2571 Los Angeles CA 90089-0033","US","Library Mail","4.40","1 lbs ","1"
"9/6/2024","ILL Dept","Clarendon Hills Public Library","7 N Prospect Ave Clarendon Hills IL 60514-1291","US","Library Mail","5.11","2 lbs ","1"
"9/5/2024","Interlibrary Loan","Cape May County Library","""4 Moore Rd, # 2030 Cape May Court House NJ 08210-1645""","US","Library Mail","4.40","1 lbs ","1"
"9/6/2024","Library - Interlibrary Loan","Cranbrook Academy of Art","""39221 Woodward Ave, Unit 801 Bloomfield Hills MI 48304-5170""","US","Library Mail","4.40","1 lbs ","1"
"9/6/2024","Library - ILL","Washington State Dept of Transportation","""310 Maple Park Ave SE, Rm SC15 Olympia WA 98501-2348""","US","Library Mail","5.11","2 lbs ","1"
"9/9/2024","Collection Management Division 4670","Library of Congress","101 Indpndnc Ave SE Washington DC 20540-0002","US","Library Mail","6.53","4 lbs ","1"
"9/10/2024","Interlibrary Loan","Cardinal Szoka Library","2701 W Chicago Detroit MI 48206-1704","US","Library Mail","4.40","1 lbs ","1"
"9/6/2024","Talbott Music Library- ILL","University Libraries","2083 Lawrence Rd Lawrenceville NJ 08648-3001","US","Library Mail","5.82","3 lbs ","1"
"9/9/2024","ILL Dept","Shelbyville Public Library","154 N Broadway St Shelbyville IL 62565-1698","US","Library Mail","4.40","1 lbs ","1"
"9/25/2024","Interlibrary Loan","Vernon Public Library ","PO Box 600 Vernon AZ 85940-0600","US","Library Mail","5.11","2 lbs ","1"
"9/17/2024","Oxford College Library - ILL","Oxford College of Emory University","134 Few Cir Oxford GA 30054-2315","US","Library Mail","4.4","1 lbs ","1"
"9/17/2024","Moravian University - ILL","","1200 Main St Bethlehem PA 18018-6614","US","Library Mail","4.4","1 lbs ","1"
"9/17/2024","Linebaugh Public Library - ILL","","105 W Vine St Murfreesboro TN 37130-3573","US","Library Mail","4.4","1 lbs ","1"
"9/17/2024","MO99 COKAMO - ILL","North Kansas City Public Library","2251 Howell St Kansas City MO 64116-3551","US","Library Mail","4.4","1 lbs ","1"
"9/17/2024","Jefferson Parish Library - ILL","","4747 W Napoleon Ave Metairie LA 70001-2310","US","Library Mail","5.11","2 lbs ","1"
"9/19/2024","Interlibrary Loan","Joliet Junior College","1215 Houbolt Rd Joliet IL 60431-8800","US","Library Mail","4.4","1 lbs ","1"
"9/19/2024","Interlibrary Loan","Morris County Library","30 Hanover Ave Whippany NJ 07981-1899","US","Library Mail","5.11","2 lbs ","1"
"9/17/2024","Kenosha Public Library - ILL","","7979 38th Ave Kenosha WI 53142-2129","US","Library Mail","5.11","2 lbs ","1"
"9/18/2024","Hickory Public Library - ILL","","375 3rd St NE Hickory NC 28601-5126","US","Library Mail","4.4","1 lbs ","1"
"9/16/2024","ILL","Oriskany Public Library","621 Utica St Oriskany NY 13424-4619","US","Library Mail","4.4","1 lbs ","1"
"9/16/2024","ILL Dept","Perry County District Library","117 S Jackson St New Lexington OH 43764-1382","US","Library Mail","4.4","1 lbs ","1"
"10/31/2024","Interlibrary Loan","Fondulac Public Library District","400 Richland St Peoria IL 61611-2461","US","Library Mail","4.40","1 lbs ","1"
"10/31/2024","ILL Department","Vinalhaven Public Library","PO Box 384 Vinalhaven ME 04863-0384","US","Library Mail","4.40","1 lbs ","1"
"9/16/2024","Kate Lennon-Walker","Class of 1945 Library","""21 Elm St, Rear Exeter NH 03833-2738""","US","Library Mail","4.4","1 lbs ","1"
"9/17/2024","Geneva Public Library - ILL","","860 Sherman St Geneva OH 44041-9101","US","Library Mail","4.4","1 lbs ","1"
"9/17/2024","Interlibrary Loan","McCracken County Public Library","555 Washington St Paducah KY 42003-1738","US","Library Mail","4.4","1 lbs ","1"
"9/16/2024","Algonquin Area Public Library - ILL","","2600 Harnish Dr Algonquin IL 60102-5900","US","Library Mail","4.4","1 lbs ","1"
"9/16/2024","ILL","Kirkland Town Library","55 1-2 College Street Clinton NY 13323","US","Library Mail","5.11","2 lbs ","1"
"9/19/2024","Ross Pendergraft Library - ILL","Arkansas Tech University","""305 W Q St, Rm 120 Russellville AR 72801-8828""","US","Library Mail","5.11","2 lbs ","1"
"9/24/2024","William T Boyce Library - ILL","Fullerton College","321 E Chapman Ave Fullerton CA 92832-2095","US","Library Mail","4.40","1 lbs ","1"
"9/24/2024","Interlibrary Loan","Wilmington Public Library","201 S Kankakee St Wilmington IL 60481-1338","US","Library Mail","4.40","1 lbs ","1"
"9/23/2024","ILL - Ronald Williams Library","Northeastern IL University","5500 N St Louis Ave Chicago IL 60625-4699","US","Library Mail","5.82","3 lbs ","1"
"9/24/2024","Dundee Library ILL","Fox River Valley Public Library","555 Barrington Ave East Dundee IL 60118-1422","US","Library Mail","4.40","1 lbs ","1"
"9/24/2024","Interlibrary Loan Dept","Sawyer Free Library","2 Dale Ave Gloucester MA 01930-5906","US","Library Mail","5.11","2 lbs ","1"
"9/25/2024","ILL Dept","Appomattox Regional Library System","209 E Cawson St Hopewell VA 23860-2822","US","Library Mail","4.40","1 lbs ","1"
"9/25/2024","Skeen Library - Interlibrary Loan","New Mexico Tech","801 Leroy Pl Socorro NM 87801-4680","US","Library Mail","5.11","2 lbs ","1"
"9/24/2024","Library - Interlibrary Loan","Bismarck State College","PO Box 5587 Bismarck ND 58506-5587","US","Library Mail","5.11","2 lbs ","1"
"9/25/2024","Ottenheimer Library - ILL","""University of Arkansas, Little Rock""","2801 S University Ave Little Rock AR 72204-1000","US","Library Mail","4.40","1 lbs ","1"
"9/23/2024","ILL Dept","Perquimans County Library","514 S Church St Hertford NC 27944-1225","US","Library Mail","4.40","1 lbs ","1"
"9/23/2024","ILL","NGA GEOINT Research Center - NCW","""3838 Vogel Rd, MSC L-37 Arnold MO 63010-6205""","US","Library Mail","4.40","1 lbs ","1"
"9/23/2024","ILL Dept - Mabee-Simpson Library"," Lyon College","2300 Highland Rd Batesville AR 72501-3699","US","Library Mail","4.40","1 lbs ","1"
"9/23/2024","ILL Dept","Jacksonville Public Library","201 W College Ave Jacksonville IL 62650-2497","US","Library Mail","4.40","1 lbs ","1"
"9/23/2024","ILL","Nebraska Library Commission","""1200 N St, Ste 120 Lincoln NE 68508-2023""","US","Library Mail","4.40","1 lbs ","1"
"9/23/2024","Henry Madden Library - Interlibrary Loan","""California State University, Fresno""","""5200 N Barton Ave,,, MSC ML34 Fresno CA 93740-8014""","US","Library Mail","5.11","2 lbs ","1"
"9/23/2024","ILL - Tarver Library","Mercer University","1501 Mercer Univ Dr Macon GA 31207-1515","US","Library Mail","5.11","2 lbs ","1"
"9/23/2024","ILL Dept","Guthrie Public Library","201 N Division St Guthrie OK 73044-3259","US","Library Mail","4.40","1 lbs ","1"
"9/23/2024","ILL Dept","Caribou Public Library","30 High St Caribou ME 04736-2796","US","Library Mail","4.40","1 lbs ","1"
"10/9/2024","ILL","Kent District Library","814 W River Ctr Dr NE Comstock Park MI 49321-8955","US","Library Mail","4.40","1 lbs ","1"
"11/4/2024","LDS Distribution Ctr - Aspen Duplication","Talking Book Returns","739 Westbrook Rd Kaysville UT 84037-1549","US","Library Mail","4.40","1 lbs ","1"
"11/4/2024","Interlibrary Loan","Grove Public Library","1140 Neo Loop Grove OK 74344-6046","US","Library Mail","4.40","1 lbs ","1"
"5/10/2024","ILL Dept ","Killeen City Library System","205 E Church Ave Killeen TX 76541-4800","US","Library Mail","4.62","2 lbs ","1"
"11/4/2024","Interlibrary Loan Dept","North Suburban Library District","5562 Clayton Cir Roscoe IL 61073-9533","US","Library Mail","4.40","1 lbs ","1"
"11/4/2024","Interlibrary Loan","Newark Public Library","5 Washington St Newark NJ 07102-3175","US","Library Mail","4.40","1 lbs ","1"
"11/4/2024","Biblioteca Lazaro - Interlibrary Loan","University of Puerto Rico","PO Box 23302 San Juan PR 00931-3302","US","Library Mail","4.40","11.20 oz","1"
"11/4/2024","ILL Department","Southwestern College Library","900 Otay Lakes Rd Chula Vista CA 91910-7297","US","Library Mail","5.11","2 lbs ","1"
"11/4/2024","Interlibrary Loan","Ephraim Public Library","20 S Main St Ephraim UT 84627-1310","US","Library Mail","4.40","1 lbs ","1"
"11/4/2024","Interlibrary Loan","University of Notre Dame","150 Hesburgh Library Notre Dame IN 46556-5629","US","Library Mail","4.40","1 lbs ","1"
"5/8/2024","ILL Dept","Camden County Library","203 Laurel Rd Voorhees NJ 08043-2378","US","Library Mail","3.92","1 lbs ","1"
"5/9/2024","North Campus - ILL","Florida International University","3000 NE 151st St North Miami FL 33181-3000","US","Library Mail","3.92","1 lbs ","1"
"5/6/2024","Forrer Learning Commons ILL","Bridgewater College","402 E College St Bridgewater VA 22812-1599","US","Library Mail","8.12","7 lbs ","1"
"5/7/2024","Library Interlibrary Loan","Metropolitan Commun College Blue River","20301 E State Route 78 Independence MO 64057-2053","US","Library Mail","3.92","1 lbs ","1"
"5/9/2024","St. Joseph's Seminary","Corrigan Memorial Library","201 Seminary Ave Yonkers NY 10704-1852","US","Library Mail","3.92","1 lbs ","1"
"5/10/2024","ILL Dept","James Kennedy Public Library","320 1st Ave E Dyersville IA 52040-1203","US","Library Mail","3.92","1 lbs ","1"
"5/10/2024","ILL Dept","Gustavus Adolphus College","800 W College Ave Saint Peter MN 56082-1498","US","Library Mail","4.62","2 lbs ","1"
"5/9/2024","Oklahoma Baptist University ILL","","""500 W University St, # 61309 Shawnee OK 74804-2522""","US","Library Mail","4.62","2 lbs ","1"
"5/9/2024","Chino Valley Public Library - ILL","","""1020 W Palomino Rd, Dept 101 Chino Valley AZ 86323-5690""","US","Library Mail","4.62","2 lbs ","1"
"11/4/2024","Interlibrary Loan","South Hadley Public Library","2 Canal St South Hadley MA 01075-2768","US","Library Mail","5.11","2 lbs ","1"
"11/5/2024","ILL","USAID Library","1300 Penn Ave NW Ronald Reagan Building Room M.07-Lib Washington DC 20004-3002","US","Library Mail","5.11","2 lbs ","1"
